hgnc:51240	POTEB3	IPR020683	Ankyrin repeat-containing domain	143	236	NP_997238.2
hgnc:51240	POTEB3	IPR039497	CCDC144C-like, coiled-coil domain	526	580	NP_997238.2
hgnc:29319	SHTN1	IPR024849	Shootin-1	1	550	NP_001120683.1
hgnc:19952	PLSCR5	IPR005552	Scramblase	47	265	NP_001078889.1
hgnc:25832	DHRS12	IPR002347	Short-chain dehydrogenase/reductase SDR	42	177	NP_001257353.1
hgnc:23155	SLC5A10	IPR001734	Sodium/solute symporter	50	479	NP_001035915.1
hgnc:23155	SLC5A10	IPR018212	Sodium/solute symporter, conserved site	461	481	NP_001035915.1
hgnc:28464	TMEM223	IPR026100	Transmembrane protein 223	2	202	NP_001073970.1
hgnc:21490	DAPL1	IPR024130	DAP1/DAPL1	13	106	NP_001017920.2
hgnc:33703	CIB4	IPR002048	EF-hand domain	101	168	NP_001025052.1
hgnc:33703	CIB4	IPR018247	EF-Hand 1, calcium-binding site	110	122	NP_001025052.1
hgnc:16112	TLDC2	IPR006571	TLDc domain	79	214	NP_542195.1
hgnc:25159	SHISA3	IPR026910	Shisa family	25	177	NP_001073974.1
hgnc:32350	TMEM82	IPR031648	Transmembrane protein 82	10	315	NP_001013663.1
hgnc:22788	FEZF1	IPR013087	Zinc finger C2H2-type	260	279	NP_001019784.2
hgnc:33383	GXYLT2	IPR002495	Glycosyl transferase, family 8	114	360	NP_001073862.1
hgnc:32008	TMEM120B	IPR012926	Ion channel TACAN/TMEM120B	10	331	NP_001074294.2
hgnc:31658	TMEM72	IPR032055	Transmembrane protein 72	4	189	NP_001116848.1
hgnc:33939	CLRN2	IPR026748	Clarin	1	232	NP_001073296.1
hgnc:28014	LNP1	IPR029280	Leukemia NUP98 fusion partner 1	7	175	NP_001078920.1
hgnc:26099	ARHGAP10	IPR000198	Rho GTPase-activating protein domain	398	548	NP_078881.3
hgnc:26099	ARHGAP10	IPR001452	SH3 domain	735	784	NP_078881.3
hgnc:26099	ARHGAP10	IPR001849	Pleckstrin homology domain	269	367	NP_078881.3
hgnc:26099	ARHGAP10	IPR035485	GRAF2, SH3 domain	732	785	NP_078881.3
hgnc:26099	ARHGAP10	IPR035486	Rho GTPase-activating protein 10	1	786	NP_078881.3
hgnc:28078	CFAP119	IPR032727	Flagellar C1a complex subunit C1a-32	126	223	NP_001014979.2
hgnc:29597	IRGM	IPR007743	Immunity-related GTPases-like	5	180	NP_001139277.1
hgnc:29597	IRGM	IPR030385	IRG-type guanine nucleotide-binding (G) domain	32	181	NP_001139277.1
hgnc:27963	FAM170A	IPR033376	Protein FAM170A	1	329	NP_877438.2
hgnc:27963	FAM170A	IPR040879	Spermatogenesis-associated protein 46-like	216	267	NP_877438.2
hgnc:18928	KRTAP23-1	IPR007951	Keratin-associated protein, PMG type	1	41	NP_853655.1
hgnc:20679	ANO9	IPR007632	Anoctamin	179	735	NP_001012302.2
hgnc:20679	ANO9	IPR031290	Anoctamin-9	3	751	NP_001012302.2
hgnc:21106	SLC22A23	IPR005828	Major facilitator,  sugar transporter-like	235	626	NP_056297.1
hgnc:21106	SLC22A23	IPR005829	Sugar transporter, conserved site	247	263	NP_056297.1
hgnc:21106	SLC22A23	IPR020846	Major facilitator superfamily domain	167	622	NP_056297.1
hgnc:26043	ODAM	IPR026802	Odontogenic ameloblast-associated protein	16	279	NP_060325.3
hgnc:34430	ARHGEF37	IPR000219	Dbl homology (DH) domain	35	211	NP_001001669.2
hgnc:34430	ARHGEF37	IPR001452	SH3 domain	608	657	NP_001001669.2
hgnc:34430	ARHGEF37	IPR004148	BAR domain	254	455	NP_001001669.2
hgnc:34430	ARHGEF37	IPR035636	ARHGEF37, SH3 domain 2	606	662	NP_001001669.2
hgnc:34430	ARHGEF37	IPR035823	ARHGEF37, first C-terminal SH3 domain	510	563	NP_001001669.2
hgnc:27016	FAM168B	IPR029247	FAM168A/MANI	1	52	NP_001009993.2
hgnc:26359	PXDNL	IPR000483	Cysteine-rich flanking region, C-terminal	180	232	NP_653252.3
hgnc:26359	PXDNL	IPR001007	VWFC domain	1398	1450	NP_653252.3
hgnc:26359	PXDNL	IPR003598	Immunoglobulin subtype 2	246	312	NP_653252.3
hgnc:26359	PXDNL	IPR003599	Immunoglobulin subtype	240	324	NP_653252.3
hgnc:26359	PXDNL	IPR007110	Immunoglobulin-like domain	234	322	NP_653252.3
hgnc:26359	PXDNL	IPR013098	Immunoglobulin I-set	234	317	NP_653252.3
hgnc:26359	PXDNL	IPR019791	Haem peroxidase, animal-type	727	1272	NP_653252.3
hgnc:26359	PXDNL	IPR029610	Peroxidasin-like protein	57	1386	NP_653252.3
hgnc:26359	PXDNL	IPR034824	Peroxidasin, peroxidase domain	851	1286	NP_653252.3
hgnc:33482	MEX3A	IPR001841	Zinc finger, RING-type	469	509	NP_001087194.1
hgnc:33482	MEX3A	IPR004087	K Homology domain	130	198	NP_001087194.1
hgnc:33482	MEX3A	IPR004088	K Homology domain, type 1	134	194	NP_001087194.1
hgnc:6041	ILVBL	IPR000399	TPP-binding enzyme, conserved site	504	523	NP_006835.2
hgnc:6041	ILVBL	IPR011766	Thiamine pyrophosphate enzyme, C-terminal TPP-binding	467	618	NP_006835.2
hgnc:6041	ILVBL	IPR012000	Thiamine pyrophosphate enzyme, central domain	273	404	NP_006835.2
hgnc:6041	ILVBL	IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain	53	214	NP_006835.2
hgnc:30795	TSPAN11	IPR000301	Tetraspanin, animals	12	252	NP_001073978.1
hgnc:30795	TSPAN11	IPR018499	Tetraspanin/Peripherin	16	245	NP_001073978.1
hgnc:44395	ERICH2	IPR026703	Glutamate-rich protein 2	3	156	NP_001276876.1
hgnc:37269	UBE2QL1	IPR000608	Ubiquitin-conjugating enzyme E2	1	111	NP_001138633.1
hgnc:34351	C1orf226	IPR027851	Protein of unknown function DUF4628	1	272	NP_001078844.1
hgnc:33551	NDUFAF8	IPR034595	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8	1	70	NP_001079990.1
hgnc:35245	SYCE3	IPR028145	Synaptonemal complex central element protein 3	1	85	NP_001116697.1
hgnc:40040	IGSF23	IPR007110	Immunoglobulin-like domain	20	128	NP_001192209.1
hgnc:20364	PLEKHG3	IPR000219	Dbl homology (DH) domain	97	270	NP_001295076.1
hgnc:20364	PLEKHG3	IPR001849	Pleckstrin homology domain	317	393	NP_001295076.1
hgnc:20364	PLEKHG3	IPR043324	PKHG1/2/3, pleckstrin homology (PH) domain	253	396	NP_001295076.1
hgnc:26292	ELOVL7	IPR002076	ELO family	30	265	NP_079206.2
hgnc:26292	ELOVL7	IPR030457	ELO family, conserved site	143	151	NP_079206.2
hgnc:26292	ELOVL7	IPR033670	Elongation of very long chain fatty acids protein 7	1	281	NP_079206.2
hgnc:26779	GAGE12B	IPR008625	GAGE family	1	117	NP_001120817.1
hgnc:26779	GAGE12B	IPR031320	GAGE	1	111	NP_001120817.1
hgnc:23450	NUTM2F	IPR024309	Nuclear Testis  protein, N-terminal	14	753	NP_060031.1
hgnc:23450	NUTM2F	IPR024310	NUT family	1	756	NP_060031.1
hgnc:29625	PRSS38	IPR001254	Serine proteases, trypsin domain	60	288	NP_898885.1
hgnc:29625	PRSS38	IPR001314	Peptidase S1A, chymotrypsin family	86	101	NP_898885.1
hgnc:29625	PRSS38	IPR018114	Serine proteases, trypsin family, histidine active site	96	101	NP_898885.1
hgnc:29625	PRSS38	IPR033116	Serine proteases, trypsin family, serine active site	239	250	NP_898885.1
hgnc:26641	SSC5D	IPR001190	SRCR domain	24	119	NP_001138422.1
hgnc:26641	SSC5D	IPR017448	SRCR-like domain	20	120	NP_001138422.1
hgnc:18024	FSD2	IPR001870	B30.2/SPRY domain	546	744	NP_001007123.1
hgnc:18024	FSD2	IPR003877	SPRY domain	622	736	NP_001007123.1
hgnc:18024	FSD2	IPR003879	Butyrophylin-like, SPRY domain	562	579	NP_001007123.1
hgnc:18024	FSD2	IPR003961	Fibronectin type III	378	460	NP_001007123.1
hgnc:31746	PLAC8L1	IPR006461	PLAC8 motif-containing protein	72	155	NP_001025040.1
hgnc:29242	SH3PXD2B	IPR001452	SH3 domain	161	203	NP_001017995.1
hgnc:29242	SH3PXD2B	IPR001683	Phox homology	32	124	NP_001017995.1
hgnc:29242	SH3PXD2B	IPR030512	SH3 and PX domain-containing protein 2B	3	911	NP_001017995.1
hgnc:29242	SH3PXD2B	IPR035477	SH3PXD2B, SH3 domain 1	155	209	NP_001017995.1
hgnc:29242	SH3PXD2B	IPR035478	SH3PXD2B, SH3 domain 2	224	277	NP_001017995.1
hgnc:29242	SH3PXD2B	IPR035479	SH3PXD2B, SH3 domain 3	372	424	NP_001017995.1
hgnc:29242	SH3PXD2B	IPR035480	SH3PXD2B, SH3 domain 4	854	909	NP_001017995.1
hgnc:29242	SH3PXD2B	IPR037961	SH3PXD2, PX domain	7	125	NP_001017995.1
hgnc:30452	CIBAR1	IPR009602	FAM92 protein	1	219	NP_660312.2
hgnc:30452	CIBAR1	IPR035590	FAM92, BAR domain	8	218	NP_660312.2
hgnc:31700	ZBTB7C	IPR000210	BTB/POZ domain	24	127	NP_001305770.1
hgnc:31700	ZBTB7C	IPR013087	Zinc finger C2H2-type	392	414	NP_001305770.1
hgnc:16126	MACROD2	IPR002589	Macro domain	88	200	NP_542407.2
hgnc:21175	ZC3H12D	IPR000571	Zinc finger, CCCH-type	248	279	NP_997243.2
hgnc:21175	ZC3H12D	IPR021869	Ribonuclease Zc3h12a-like, NYN domain	88	243	NP_997243.2
hgnc:21175	ZC3H12D	IPR040546	Rege-1, UBA-like domain	3	44	NP_997243.2
hgnc:33792	SERTM1	IPR031741	Serine-rich and transmembrane domain-containing protein	2	106	NP_982276.2
hgnc:24125	FRMD3	IPR000299	FERM domain	32	312	NP_777598.3
hgnc:24125	FRMD3	IPR000798	Ezrin/radixin/moesin-like	45	64	NP_777598.3
hgnc:24125	FRMD3	IPR014847	FERM adjacent (FA)	323	365	NP_777598.3
hgnc:24125	FRMD3	IPR018979	FERM, N-terminal	36	98	NP_777598.3
hgnc:24125	FRMD3	IPR018980	FERM, C-terminal PH-like domain	229	315	NP_777598.3
hgnc:24125	FRMD3	IPR019747	FERM conserved site	86	115	NP_777598.3
hgnc:24125	FRMD3	IPR019748	FERM central domain	117	224	NP_777598.3
hgnc:24125	FRMD3	IPR019749	Band 4.1 domain	65	77	NP_777598.3
hgnc:21188	MAGEB16	IPR002190	MAGE homology domain	202	287	NP_001093391.1
hgnc:21188	MAGEB16	IPR021072	Melanoma associated antigen, N-terminal	5	94	NP_001093391.1
hgnc:21188	MAGEB16	IPR037445	Melanoma-associated antigen	1	324	NP_001093391.1
hgnc:30184	PTPDC1	IPR000340	Dual specificity phosphatase, catalytic domain	159	235	NP_818931.1
hgnc:30184	PTPDC1	IPR000387	Tyrosine specific protein phosphatases domain	168	235	NP_818931.1
hgnc:30184	PTPDC1	IPR003595	Protein-tyrosine phosphatase, catalytic	150	243	NP_818931.1
hgnc:30184	PTPDC1	IPR016130	Protein-tyrosine phosphatase, active site	188	198	NP_818931.1
hgnc:30184	PTPDC1	IPR020422	Dual specificity protein phosphatase domain	82	253	NP_818931.1
hgnc:32348	TTC24	IPR024812	Tetratricopeptide repeat protein 24	1	582	NP_001099139.2
hgnc:27413	BCLAF3	IPR029199	THRAP3/BCLAF1 family	2	645	NP_938020.2
hgnc:23279	DYTN	IPR000433	Zinc finger, ZZ-type	226	266	NP_001087199.1
hgnc:23279	DYTN	IPR015153	EF-hand domain, type 1	8	118	NP_001087199.1
hgnc:23279	DYTN	IPR015154	EF-hand domain, type 2	124	217	NP_001087199.1
hgnc:14153	CCDC78	IPR029329	Domain of unknown function DUF4472	56	165	NP_001026907.2
hgnc:14153	CCDC78	IPR039873	Coiled-coil domain-containing protein 78	3	155	NP_001026907.2
hgnc:20193	HFM1	IPR001650	Helicase, C-terminal	525	657	NP_001017975.4
hgnc:20193	HFM1	IPR004179	Sec63 domain	777	1090	NP_001017975.4
hgnc:20193	HFM1	IPR011545	DEAD/DEAH box helicase domain	284	462	NP_001017975.4
hgnc:20193	HFM1	IPR014001	Helicase superfamily 1/2, ATP-binding domain	290	478	NP_001017975.4
hgnc:13842	ZNF320	IPR001909	Krueppel-associated box	8	48	NP_997216.2
hgnc:13842	ZNF320	IPR013087	Zinc finger C2H2-type	161	183	NP_997216.2
hgnc:21248	WDR27	IPR042411	WD repeat-containing protein 27	1	825	NP_872358.4
hgnc:27220	TMEM213	IPR028121	TMEM213 family	29	107	NP_001078898.1
hgnc:15625	NBAS	IPR013244	Sec39 domain	726	1047	NP_056993.2
hgnc:15625	NBAS	IPR029145	Neuroblastoma-amplified sequence, N-terminal	90	371	NP_056993.2
hgnc:24728	TARS3	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)	476	687	NP_689547.2
hgnc:24728	TARS3	IPR002320	Threonine-tRNA ligase, class IIa	227	793	NP_689547.2
hgnc:24728	TARS3	IPR004095	TGS	167	222	NP_689547.2
hgnc:24728	TARS3	IPR004154	Anticodon-binding	699	789	NP_689547.2
hgnc:24728	TARS3	IPR006195	Aminoacyl-tRNA synthetase, class II	431	692	NP_689547.2
hgnc:24728	TARS3	IPR012947	Threonyl/alanyl tRNA synthetase, SAD	329	377	NP_689547.2
hgnc:24728	TARS3	IPR033728	Threonine-tRNA ligase catalytic core domain	400	697	NP_689547.2
hgnc:27344	TMEM218	IPR026771	Transmembrane protein 218	1	115	NP_001245176.1
hgnc:29109	TESPA1	IPR026647	Protein TESPA1	2	520	NP_001092285.1
hgnc:29109	TESPA1	IPR029325	ITPR-interacting domain	129	279	NP_001092285.1
hgnc:29109	TESPA1	IPR043444	Protein  TESPA1-like	2	520	NP_001092285.1
hgnc:34401	SMCO3	IPR027895	Protein of unknown function DUF4533	14	221	NP_001013720.2
hgnc:34401	SMCO3	IPR040004	Single-pass membrane and coiled-coil domain-containing protein 3	1	225	NP_001013720.2
hgnc:34403	HYKK	IPR002575	Aminoglycoside phosphotransferase	37	287	NP_001013641.2
hgnc:5018	HMX2	IPR001356	Homeobox domain	150	206	NP_005510.1
hgnc:5018	HMX2	IPR017970	Homeobox, conserved site	182	205	NP_005510.1
hgnc:5018	HMX2	IPR020479	Homeobox domain, metazoa	171	182	NP_005510.1
hgnc:26670	MEIOC	IPR027963	Meiosis-specific coiled-coil domain-containing protein MEIOC	747	912	NP_001138552.2
hgnc:27709	CCDC66	IPR039183	Coiled-coil domain-containing protein 66	47	947	NP_001135419.1
hgnc:27709	CCDC66	IPR040467	CCDC66 domain	413	563	NP_001135419.1
hgnc:26754	TYW5	IPR003347	JmjC domain	102	267	NP_001034782.1
hgnc:26754	TYW5	IPR029612	tRNA wybutosine-synthesizing protein 5	16	303	NP_001034782.1
hgnc:26754	TYW5	IPR041667	Cupin-like domain 8	17	253	NP_001034782.1
hgnc:30434	MYBPHL	IPR003598	Immunoglobulin subtype 2	66	132	NP_001010985.2
hgnc:30434	MYBPHL	IPR003599	Immunoglobulin subtype	60	143	NP_001010985.2
hgnc:30434	MYBPHL	IPR003961	Fibronectin type III	148	229	NP_001010985.2
hgnc:30434	MYBPHL	IPR007110	Immunoglobulin-like domain	261	345	NP_001010985.2
hgnc:30434	MYBPHL	IPR013098	Immunoglobulin I-set	65	139	NP_001010985.2
hgnc:29072	CCDC144A	IPR021885	Domain of unknown function DUF3496	1244	1353	NP_055510.1
hgnc:29072	CCDC144A	IPR039497	CCDC144C-like, coiled-coil domain	822	1123	NP_055510.1
hgnc:29072	CCDC144A	IPR040118	Coiled-coil domain-containing protein 144A/B/C	1	1427	NP_055510.1
hgnc:29134	DENND3	IPR001194	cDENN domain	106	290	NP_055772.2
hgnc:29134	DENND3	IPR005112	dDENN domain	354	417	NP_055772.2
hgnc:29134	DENND3	IPR037516	Tripartite DENN domain	1	424	NP_055772.2
hgnc:32372	TMEM89	IPR028069	Transmembrane protein 89	23	156	NP_001008270.1
hgnc:21251	CLPSL1	IPR001981	Colipase	47	69	NP_001010886.1
hgnc:32576	DCDC2B	IPR003533	Doublecortin domain	27	85	NP_001092904.1
hgnc:24733	FUOM	IPR007721	D-ribose pyranase RbsD/L-fucose mutarotase FucU	7	147	NP_001091953.1
hgnc:29146	TMEM131L	IPR022113	Transmembrane protein 131-like domain	91	174	NP_056011.3
hgnc:29146	TMEM131L	IPR039877	Transmembrane protein 131-like	1	1609	NP_056011.3
hgnc:21998	SSPOP	IPR000421	Coagulation factor 5/8 C-terminal domain	2081	2216	NP_940857.2
hgnc:21998	SSPOP	IPR001007	VWFC domain	5006	5044	NP_940857.2
hgnc:21998	SSPOP	IPR001846	von Willebrand factor, type D domain	195	339	NP_940857.2
hgnc:21998	SSPOP	IPR002919	Trypsin Inhibitor-like, cysteine rich domain	470	525	NP_940857.2
hgnc:21998	SSPOP	IPR006207	Cystine knot, C-terminal	5044	5143	NP_940857.2
hgnc:21998	SSPOP	IPR014853	Uncharacterised domain, cysteine-rich	395	466	NP_940857.2
hgnc:21998	SSPOP	IPR023415	Low-density lipoprotein (LDL) receptor class A, conserved site	1390	1412	NP_940857.2
hgnc:21998	SSPOP	IPR030119	SCO-spondin	15	1424	NP_940857.2
hgnc:19576	OR2M5	IPR000276	G protein-coupled receptor, rhodopsin-like	26	50	NP_001004690.1
hgnc:19576	OR2M5	IPR000725	Olfactory receptor	33	305	NP_001004690.1
hgnc:19576	OR2M5	IPR017452	GPCR, rhodopsin-like, 7TM	41	290	NP_001004690.1
hgnc:29071	VWA8	IPR002035	von Willebrand factor, type A	1714	1896	NP_055873.1
hgnc:29071	VWA8	IPR003593	AAA+ ATPase domain	439	615	NP_055873.1
hgnc:29071	VWA8	IPR011704	ATPase, dynein-related, AAA domain	105	261	NP_055873.1
hgnc:29071	VWA8	IPR039891	von Willebrand factor A domain-containing protein 8	19	1902	NP_055873.1
hgnc:22973	SBNO1	IPR026741	Protein strawberry notch	47	1378	NP_001161328.1
hgnc:22973	SBNO1	IPR026937	Strawberry notch, helicase C domain	872	1148	NP_001161328.1
hgnc:22973	SBNO1	IPR039187	Strawberry notch, AAA domain	255	560	NP_001161328.1
hgnc:34393	PRAMEF22	IPR026271	PRAME family	3	475	NP_001094101.1
hgnc:51234	PRAMEF27	IPR026271	PRAME family	3	476	NP_001287820.1
hgnc:6491	LAMB4	IPR002049	Laminin EGF domain	265	320	NP_001304975.1
